Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,
3-Mar-18,,,Saturday,62,"$59,784,318 ",64%,-21.30%,63,Black_Panther,"$30,052,665 ",https://www.rottentomatoes.com/m/Black_Panther,
2-Mar-18,,,Friday,61,"$36,454,889 ",223.40%,-24.20%,61,Black_Panther,"$16,257,536 ",https://www.rottentomatoes.com/m/Black_Panther,
1-Mar-18,,,Thursday,60,"$11,273,924 ",-4.80%,-40.80%,61,Black_Panther,"$6,607,691 ",https://www.rottentomatoes.com/m/Black_Panther,
28-Feb-18,,,Wednesday,59,"$11,843,453 ",-29.60%,-39.10%,60,Black_Panther,"$6,876,570 ",https://www.rottentomatoes.com/m/Black_Panther,
27-Feb-18,,,Tuesday,58,"$16,812,261 ",32.50%,-39.40%,58,Black_Panther,"$10,204,038 ",https://www.rottentomatoes.com/m/Black_Panther,
26-Feb-18,,,Monday,57,"$12,691,820 ",-76.30%,-77.20%,55,Black_Panther,"$8,098,481 ",https://www.rottentomatoes.com/m/Black_Panther,
25-Feb-18,PyeongChang Olympics,,Sunday,56,"$53,547,584 ",-29.50%,92.90%,63,Black_Panther,"$35,315,480 ",https://www.rottentomatoes.com/m/Black_Panther,
24-Feb-18,PyeongChang Olympics,,Saturday,55,"$75,931,259 ",57.80%,36.50%,63,Black_Panther,"$47,553,478 ",https://www.rottentomatoes.com/m/Black_Panther,
23-Feb-18,PyeongChang Olympics,,Friday,54,"$48,123,367 ",120.40%,-48.60%,63,Black_Panther,"$28,789,877 ",https://www.rottentomatoes.com/m/Black_Panther,
22-Feb-18,PyeongChang Olympics,,Thursday,53,"$19,034,170 ",-2.20%,149.20%,55,Black_Panther,"$14,253,324 ",https://www.rottentomatoes.com/m/Black_Panther,
21-Feb-18,PyeongChang Olympics,,Wednesday,52,"$19,456,030 ",-29.90%,-7.30%,54,Black_Panther,"$14,688,057 ",https://www.rottentomatoes.com/m/Black_Panther,
20-Feb-18,PyeongChang Olympics,,Tuesday,51,"$27,755,054 ",-50.10%,-89.60%,52,Black_Panther,"$20,857,361 ",https://www.rottentomatoes.com/m/Black_Panther,
19-Feb-18,PyeongChang Olympics,Presidents' Day,Monday,50,"$55,644,035 ",-31.20%,628.40%,83,Black_Panther,"$40,151,729 ",https://www.rottentomatoes.com/m/Black_Panther,
18-Feb-18,PyeongChang Olympics,,Sunday,49,"$80,866,768 ",-13.10%,285.50%,55,Black_Panther,"$60,067,439 ",https://www.rottentomatoes.com/m/Black_Panther,
17-Feb-18,PyeongChang Olympics,,Saturday,48,"$93,032,364 ",-0.60%,761.40%,54,Black_Panther,"$65,995,366 ",https://www.rottentomatoes.com/m/Black_Panther,
16-Feb-18,PyeongChang Olympics,,Friday,47,"$93,625,853 ",1125.70%,4120.60%,56,Black_Panther,"$75,941,146 ",https://www.rottentomatoes.com/m/Black_Panther,
15-Feb-18,PyeongChang Olympics,,Thursday,46,"$7,638,718 ",-63.60%,-0.20%,49,Fifty_Shades_Freed,"$3,145,585 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
14-Feb-18,PyeongChang Olympics,,Wednesday,45,"$20,977,810 ",94.20%,1536.40%,51,Fifty_Shades_Freed,"$10,768,020 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
13-Feb-18,PyeongChang Olympics,,Tuesday,44,"$10,800,092 ",27.90%,40.70%,49,Fifty_Shades_Freed,"$3,941,660 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
12-Feb-18,PyeongChang Olympics,,Monday,43,"$8,443,182 ",318.80%,53.20%,50,Fifty_Shades_Freed,"$2,775,995 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
11-Feb-18,PyeongChang Olympics,,Sunday,42,"$30,053,992 ",-35.80%,151.40%,54,Peter_Rabbit,"$8,062,715 ",https://www.rottentomatoes.com/m/Peter_Rabbit,
10-Feb-18,PyeongChang Olympics,,Saturday,41,"$46,835,924 ",2011.30%,38.50%,55,Fifty_Shades_Freed,"$12,635,555 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
9-Feb-18,PyeongChang Olympics,,Friday,40,"$36,944,332 ",627%,83.20%,55,Fifty_Shades_Freed,"$18,407,850 ",https://www.rottentomatoes.com/m/Fifty_Shades_Freed,
8-Feb-18,,,Thursday,39,"$5,081,520 ",-5.30%,-22.70%,47,Jumanji_Welcome_to_the_Jungle,"$728,381 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
7-Feb-18,,,Wednesday,38,"$5,363,456 ",-30.10%,-21.90%,48,Jumanji_Welcome_to_the_Jungle,"$755,162 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
6-Feb-18,,,Tuesday,37,"$7,674,118 ",39.30%,-22.40%,46,Maze_Runner_The_Death_Cure,"$1,027,145 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
5-Feb-18,,,Monday,36,"$5,510,566 ",-53.90%,-23.80%,47,Jumanji_Welcome_to_the_Jungle,"$760,867 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
4-Feb-18,,,Sunday,35,"$11,953,036 ",-64.60%,-58.80%,48,Jumanji_Welcome_to_the_Jungle,"$2,097,421 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
3-Feb-18,,,Saturday,34,"$33,813,198 ",67.70%,-24%,48,Jumanji_Welcome_to_the_Jungle,"$5,959,033 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
2-Feb-18,,,Friday,33,"$20,168,149 ",206.70%,-30.60%,46,Winchester,"$3,622,125 ",https://www.rottentomatoes.com/m/Winchester,
1-Feb-18,,,Thursday,32,"$6,575,969 ",-4.30%,-13.60%,50,Maze_Runner_The_Death_Cure,"$1,034,966 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
31-Jan-18,,,Wednesday,31,"$6,870,721 ",-30.50%,-12.20%,51,Maze_Runner_The_Death_Cure,"$1,090,374 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
30-Jan-18,,,Tuesday,30,"$9,885,632 ",36.70%,-10.30%,49,Maze_Runner_The_Death_Cure,"$1,904,916 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
29-Jan-18,,,Monday,29,"$7,232,905 ",-75%,-7.50%,51,Maze_Runner_The_Death_Cure,"$1,362,932 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
28-Jan-18,,,Sunday,28,"$28,978,087 ",-34.90%,15.30%,49,Maze_Runner_The_Death_Cure,"$6,078,761 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
27-Jan-18,,,Saturday,27,"$44,509,189 ",53.10%,-6.80%,50,Maze_Runner_The_Death_Cure,"$9,640,001 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
26-Jan-18,,,Friday,26,"$29,073,174 ",281.90%,-7%,48,Maze_Runner_The_Death_Cure,"$8,448,249 ",https://www.rottentomatoes.com/m/Maze_Runner_The_Death_Cure,
25-Jan-18,,,Thursday,25,"$7,612,674 ",-2.80%,-18.10%,50,The_Post,"$1,141,807 ",https://www.rottentomatoes.com/m/The_Post,
24-Jan-18,,,Wednesday,24,"$7,828,388 ",-29%,-8.20%,48,The_Post,"$1,201,328 ",https://www.rottentomatoes.com/m/The_Post,
23-Jan-18,,,Tuesday,23,"$11,025,234 ",40.90%,-7.80%,48,12_Strong,"$1,786,596 ",https://www.rottentomatoes.com/m/12_Strong,
22-Jan-18,,,Monday,22,"$7,822,169 ",-68.90%,-73.70%,49,Den_of_Thieves,"$1,304,937 ",https://www.rottentomatoes.com/m/Den_of_Thieves,
21-Jan-18,,,Sunday,21,"$25,141,996 ",-47.40%,-41.10%,52,Jumanji_Welcome_to_the_Jungle,"$5,166,968 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
20-Jan-18,,,Saturday,20,"$47,764,511 ",52.80%,-9.30%,50,Jumanji_Welcome_to_the_Jungle,"$9,482,066 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
19-Jan-18,,,Friday,19,"$31,269,671 ",236.50%,-7.90%,50,12_Strong,"$5,672,828 ",https://www.rottentomatoes.com/m/12_Strong,
18-Jan-18,,,Thursday,18,"$9,293,917 ",8.90%,-1.90%,45,The_Post,"$1,709,486 ",https://www.rottentomatoes.com/m/The_Post,
17-Jan-18,,,Wednesday,17,"$8,531,276 ",-28.70%,-16.60%,45,Jumanji_Welcome_to_the_Jungle,"$1,641,850 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
16-Jan-18,,,Tuesday,16,"$11,957,311 ",-59.70%,-17.90%,45,Jumanji_Welcome_to_the_Jungle,"$2,417,425 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
15-Jan-18,,MLK Day,Monday,15,"$29,690,466 ",1%,28.30%,68,Jumanji_Welcome_to_the_Jungle,"$7,074,723 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
14-Jan-18,,,Sunday,14,"$42,682,101 ",-19%,13.20%,47,Jumanji_Welcome_to_the_Jungle,"$10,049,567 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
13-Jan-18,,,Saturday,13,"$52,689,160 ",55.20%,-12.20%,47,Jumanji_Welcome_to_the_Jungle,"$11,959,718 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
12-Jan-18,,,Friday,12,"$33,953,952 ",258.60%,-26.90%,46,Jumanji_Welcome_to_the_Jungle,"$6,092,687 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
11-Jan-18,,,Thursday,11,"$9,469,668 ",-7.40%,-51.40%,45,Jumanji_Welcome_to_the_Jungle,"$2,130,580 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
10-Jan-18,,,Wednesday,10,"$10,230,138 ",-29.70%,-54.90%,44,Jumanji_Welcome_to_the_Jungle,"$2,186,086 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
9-Jan-18,,,Tuesday,9,"$14,561,460 ",34.10%,-55.80%,44,Jumanji_Welcome_to_the_Jungle,"$3,544,150 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
8-Jan-18,,,Monday,8,"$10,858,592 ",-71.20%,-79.40%,44,Jumanji_Welcome_to_the_Jungle,"$2,668,774 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
7-Jan-18,,,Sunday,7,"$37,708,478 ",-37.20%,-16.30%,45,Jumanji_Welcome_to_the_Jungle,"$10,663,927 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
6-Jan-18,,,Saturday,6,"$60,035,249 ",29.30%,-9%,46,Jumanji_Welcome_to_the_Jungle,"$15,821,094 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
5-Jan-18,,,Friday,5,"$46,427,974 ",138.20%,-25.50%,45,Insidious_The_Last_Key,"$12,723,575 ",https://www.rottentomatoes.com/m/Insidious_The_Last_Key,
4-Jan-18,,,Thursday,4,"$19,487,086 ",-14.10%,-66.10%,42,Jumanji_Welcome_to_the_Jungle,"$6,021,914 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
3-Jan-18,,,Wednesday,3,"$22,682,618 ",-31.10%,-62.30%,42,Jumanji_Welcome_to_the_Jungle,"$6,918,854 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
2-Jan-18,,,Tuesday,2,"$32,940,033 ",-37.60%,-53.50%,42,Jumanji_Welcome_to_the_Jungle,"$10,206,952 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
1-Jan-18,,New Year's Day,Monday,1,"$52,749,737 ",-7.10%,-7.60%,62,Jumanji_Welcome_to_the_Jungle,"$16,222,389 ",https://www.rottentomatoes.com/m/Jumanji_Welcome_to_the_Jungle,
